time,androidSensorAccelerometerMean,androidSensorAccelerometerMin,androidSensorAccelerometerMax,androidSensorAccelerometerStd,androidSensorGyroscopeMean,androidSensorGyroscopeMin,androidSensorGyroscopeMax,androidSensorGyroscopeStd,soundMean,soundMin,soundMax,soundStd,target
127,9.76293305422,8.5683866981,10.8389255951,0.64862647503,0.0212102142509,0.00644567819785,0.0540577698095,0.0112151397631,0,0,0,0,Car
3,9.7378717582,9.13893256,10.5301753935,0.207236158604,0.0252115897202,0.0075325570221,0.0545369647921,0.0112623368152,0,0,0,0,Train
308,9.98056183512,9.02694817737,10.9320162495,0.524399404212,0.0321892582696,0.0144173353216,0.0561785944125,0.01141131698,0,0,0,0,Car
178,9.8925175228,8.85375530291,11.5210972534999,0.649781464510999,0.0196203373522,0.00324302221043,0.0623316615738,0.0114609929581,0,0,0,0,Car
219,9.82554236015,8.60969874201,11.0952254105,0.63091763963,0.0262712374294,0.00446960117116,0.0546378743384,0.0114687198617,0,0,0,0,Car
151,10.2691128674,8.8638320413,11.6948339372,0.662280842902,0.0475221253035,0.0216621175664,0.080681956994,0.0115228185503,0,0,0,0,Car
56,9.71965871586,8.50897362962,11.0163395725,0.305021988949,0.0204721579086,0.0010652645,0.0679601982186,0.0115381532697,0,0,0,0,Train
8,9.7761718517,9.34554532279,10.1855755211,0.192200269652,0.0171170338924,0.00150651150341,0.0515416294338,0.0116756725207,0,0,0,0,Bus
35,9.69404818789,9.23301532192,10.1613391907,0.240053932012,0.0191382339525,0.00439219805272,0.0399296586204,0.0117411928422,0,0,0,0,Car
264,10.0058429848,8.81561469393,10.6733139599,0.501304234309,0.0241537507445,0.00327730232488,0.0505965568663,0.0117959502059,0,0,0,0,Car
170,9.74402066391999,8.01959700395,11.3127051666,0.957700947603,0.0228151721748,0.00657478542353,0.050068516599,0.0118091069752,0,0,0,0,Car
17,9.79115421091,9.33700633514999,10.215068958,0.216220313184,0.0176999144027,0.0031957934,0.0663805917916,0.0118122195817,0,0,0,0,Bus
14,9.84989585132,6.39070889495,14.7329455097,1.66808819902,0.0448786279836,0.0338134741578,0.0573693202938,0.0118424487237,0,0,0,0,Car
400,9.77655366217,8.55813095625,11.2014936446,0.668098882807,0.0226040384228,0.00640327583533,0.0560540065886,0.0118561499332,0,0,0,0,Car
3,9.78602609416,9.37267685633,10.2003154056,0.124715926677,0.0167205509671,0.00150651150341,0.0748798325052,0.0119208273958,0,0,0,0,Bus
248,9.81633382033,8.89377708773999,10.9167510591,0.482646538347,0.0246040842653,0.0071534596957,0.0549943902392,0.0119529281849,0,0,0,0,Car
90,9.75677707365,9.18331013418,10.2346954245,0.270502088824,0.0255218602759,0.0083879005783,0.0424103701915,0.0119766730922,0,0,0,0,Car
341,9.82197192605,8.79668140204,10.271616921,0.420515015099,0.0211804989888,0.00452520244268,0.0555113084528,0.0120026249526,0,0,0,0,Car
42,9.92653672122,9.33134767428,10.7369114134,0.414759727862,0.0275764635099,0.0107958708204,0.0645506031037,0.0120228493426,0,0,0,0,Car
10,9.7861740729,9.25038359235,10.2079630011,0.154738001786,0.0206482923268,0.0010652645,0.0796957380001,0.0121342303494,0,0,0,0,Bus
229,9.83973016905,9.02918240919,10.9527110599,0.616216534365,0.0221266966568,0.00459745565772,0.0524626327356,0.0122344388192,0,0,0,0,Car
114,9.64775252772,8.25881083844,12.2017466901,1.00042336201,0.0247641955638,0.00854357301186,0.0520888322098,0.0122386543363,0,0,0,0,Car
61,9.8755558771,9.32791430893,10.3596073823,0.328323820012,0.0215735330364,0.0031957935,0.0522956973393,0.0123248061508,0,0,0,0,Car
391,9.79073628814,8.44715330407,11.4527785217,0.664140895459,0.018638947958,0.00324302221043,0.0734564644724,0.0124760036431,0,0,0,0,Car
122,9.7892896715,8.89796432328,10.5437714039,0.652012448658,0.0231058418549,0.00428369947894,0.0653453149087,0.0124799725839,0,0,0,0,Car
374,9.82701711564,7.98222727128999,10.6951190417,0.698278728983999,0.0208274441582,0.00254602394149,0.0692516701915,0.0125019096557,0,0,0,0,Car
88,9.79389118271,9.00063563086,10.4929089029,0.325062854539,0.0164428408183,0.00611947865538,0.0475088838216,0.0125967115815,0,0,0,0,Car
22,9.80227472073,9.40649201632,10.1439495524,0.147466130277999,0.0176725409355,0.0010652645,0.0470287413248,0.0127493438398,0,0,0,0,Bus
188,9.94661820454,8.8522717697,11.2606969405999,0.673736031015,0.0287960400588,0.0135240826143,0.0852044922946,0.0127556121518,0,0,0,0,Car
119,9.92053082844,9.12926070601,10.7807088633,0.43766023815,0.0228717667305,0.00864113725213,0.0711850458117,0.0127591968107,0,0,0,0,Car
27,9.373393756,8.75070191745,9.83987215514,0.311003657861,0.0314688839027,0.0166315269665,0.0390624728463,0.0128507184357,0,0,0,0,Bus
247,9.73754811462,8.92962978926999,10.5608354664,0.500022863125,0.0260826451463,0.00488162040745,0.0617172069192,0.0131176932133,0,0,0,0,Car
15,9.7869195906,9.36909154193,10.1973880084,0.202117964504,0.0223841740859,0.0010652645,0.0572573460527,0.0131359319779,0,0,0,0,Bus
123,9.87444396396,8.43684404133,11.0223719397,0.802600728666999,0.0260511581183,0.00768082626703,0.0540142702833,0.0131908987526,0,0,0,0,Car
11,9.78407568985,9.41052888404,10.2090741119,0.204964219805,0.0217163207095,0.00150651150341,0.0505187003116,0.0131924913018,0,0,0,0,Bus
16,9.78616798562,9.37799630078,10.2485767401,0.191117424739,0.0228326075271,0.00150651150341,0.0589756412585,0.0133164009196,0,0,0,0,Bus
309,9.94423322009,9.08189593862,10.8215763741,0.552643505216,0.0264626945002,0.00485200716233,0.0611195929502,0.0134686234677,0,0,0,0,Car
373,9.99407137678999,8.8944725907,11.0270102817,0.57894751835,0.0295771420905,0.00509408220497,0.0591927234501,0.0134754637417,0,0,0,0,Car
29,9.72349622687,8.53393474888,11.2015485522,0.419430155604,0.0211196231745,0.0010652645,0.0757612043253,0.0135766228254,0,0,0,0,Train
83,9.62743757759,7.17276480143,10.9659330507999,0.654661754397,0.0227651928461,0.00884875109467,0.0572771611738,0.0136468181544,0,0,0,0,Car
85,10.0054736282,6.84743898815,10.7697010457,0.895128653706,0.0199216224774,0.00589652998533,0.0688829649251,0.0136535560364,0,0,0,0,Car
273,10.1034585507,8.80233208933999,11.1330005923,0.622390775672,0.0251928804912,0.00524933395906,0.0681020978578,0.0137399464997,0,0,0,0,Car
18,9.78398263543,9.42480283909,10.1668502593,0.177190135453,0.0227208236254,0.00238200383602,0.0511659730727,0.0139110088105,0,0,0,0,Bus
354,9.96338104666,8.46067488638999,11.7963158531,0.791459071699,0.0343591761935,0.0158731086525,0.0809535069681,0.013981868545,0,0,0,0,Car
311,10.0377108164,8.64632705439,11.3090989944,0.730799677442999,0.0405447361411,0.00940343812762,0.0633437419863,0.0140065183192,0,0,0,0,Car
12,9.63982005282,7.69923791313,11.0586114989,0.778311623743,0.028625124522,0.00474867146111,0.0704697243895,0.014020272295,0,0,0,0,Car
303,10.1069227357,9.37689524807,11.2639597901,0.573744280798,0.0235028103415,0.0054030121815,0.0560607455492,0.0140635138092,0,0,0,0,Car
320,9.56937535552,6.54216629081,11.2202737587,1.03630357361,0.0246123622399,0.00580536278287,0.0618931503527,0.0140787282884,0,0,0,0,Car
23,9.78056091242,9.31970988573999,10.2285763002,0.210583606812,0.0246434920708,0.00336866203565,0.0550959048127,0.0141048046836,0,0,0,0,Bus
9,9.7922464836,9.31839228638,10.2367868297,0.208609501129,0.0225846708653,0.00301302300683,0.0580935496575,0.0141267048512,0,0,0,0,Bus
240,9.78747622255,8.80292400786999,10.7271519835,0.725207230081,0.0233281486222,0.00324302221043,0.0679657671632,0.0141750343396,0,0,0,0,Car
25,9.80189135623,9.36617216181,10.2183386759,0.185711974498,0.0203301332223,0.00238200383602,0.0486535555884,0.0142205136519,0,0,0,0,Bus
60,9.75569799682,9.22700057741,10.4461705981,0.312382230226,0.0250827146994,0.0054318044138,0.0578096161893,0.0142349499701,0,0,0,0,Car
9,9.72389116202,9.26828878996,10.0096649809,0.177523104873,0.0566187226133,0.0455579649853,0.0727896082245,0.0143169708521,0,0,0,0,Train
19,9.79572514491,9.34543163862,10.2338255701,0.178914425656,0.0185549478175,0.0010652645,0.0525986140232,0.0143958417148,0,0,0,0,Bus
24,9.76772588477,9.34465404586,10.2136498462,0.195665072573,0.0230075174741,0.00150651150341,0.0571879371649,0.0145470800562,0,0,0,0,Bus
21,9.80466861777999,9.37173672373,10.2406197314,0.201589193879,0.022083779457,0.0018450922375,0.0687570229413,0.014567877535,0,0,0,0,Bus
12,9.77679584688999,9.35465634709,10.2160441513,0.193254336081,0.0229160174553,0.00238200383602,0.0558222957915,0.0146193566788,0,0,0,0,Bus
238,9.76491401908,8.09991166408,11.1785260396,0.739418079628,0.0279314442785,0.00597184248527,0.0602817925378,0.0148528242863,0,0,0,0,Car
10,9.7632034352,9.29434014674999,10.1648985197,0.223060268151,0.0223107720904,0.0018450922375,0.0676170245628,0.0149196962609,0,0,0,0,Bus
45,9.64569987899,6.0409863636,10.9617109185,1.11360330997,0.024363330302,0.00703809061497,0.0680399482672,0.0150062627224,0,0,0,0,Car
35,9.98574650853,9.27728152517,10.7397220754,0.40180925564,0.0153268641309,0.0061163760171,0.0560575120328,0.0150733519461,0,0,0,0,Train
13,9.76972708214,9.32919771738,10.2037351459,0.236711416292,0.0273027662727,0.00353308255853,0.0636400805664,0.015108155122,0,0,0,0,Bus
21,9.86801931926,9.3820311553,10.4347449255999,0.219636025026,0.0194988503707,0.00804257047232,0.0626426218007,0.0151083829325,0,0,0,0,Train
14,9.78506513086,9.33969116693999,10.2032058655,0.201515492527,0.0225016393856,0.00238200383602,0.058792561363,0.0151321197271,0,0,0,0,Bus
11,9.74645898899,8.75906500595,10.8896056308999,0.369299610368,0.0189616609579,0,0.100208494832,0.0151409824809,0,0,0,0,Train
20,9.79770735966,9.35363867165,10.2638691615999,0.232106607462,0.0223899154361,0,0.0541611313257,0.0152329423298,0,0,0,0,Bus
41,9.92719567847,8.11074033288,12.2915753577,0.868425399374,0.0506243132789,0.0230531571159,0.0897387926907,0.015478540411,0,0,0,0,Car
174,9.73778718092,8.8836720007,10.7469146427,0.481659830249,0.024455688161,0.00571035590492,0.0948938556572,0.0158842489624,0,0,0,0,Car
24,9.86891259687,9.12312384026999,10.6835881936,0.545614980171,0.0298218739961,0.0096563182148,0.0791447278931,0.0159147315291,0,0,0,0,Car
63,9.77270458802999,9.16117602034,10.4726383707,0.198253789163,0.0321542216671,0.00439219805272,0.135472993721,0.0159523156137,0,0,0,0,Train
131,9.7591187109,9.35723255192,10.3184884228,0.314225684418,0.0283190365993,0.0101059859172,0.0627964145954,0.0160076768677,0,0,0,0,Car
302,9.93250508666,8.08841276233,11.6469476326,0.924663529044,0.0300060963998,0.00348492168303,0.071070240262,0.0160619520821,0,0,0,0,Car
27,9.72663710122,8.41276489658,11.3271918676,0.716101798396,0.0623124292619,0.0424237465859,0.0876693866062,0.0160817319535,0,0,0,0,Train
206,10.2556353213,7.35846785288,12.998216792,1.22459229828,0.0228889862033,0.00547367431859,0.0772976270429,0.0161150993977,0,0,0,0,Car
51,9.72721242593,8.70227836614,10.6800399429999,0.315705465451,0.0226221336321,0.00150651150341,0.0804962164938,0.0162749329082,0,0,0,0,Train
41,9.79830504384,9.47314839593,10.1130117235,0.174141238959,0.0414028898142,0.012331327998,0.0869284520582,0.0163909457122,0,0,0,0,Bus
54,9.85268461119,9.62180029613,10.0574011754999,0.0862774004219,0.0239803603544,0.00336866203565,0.0439219804836,0.0163961686683,0,0,0,0,Still
24,9.80486651655,8.90399400221,10.5382695809,0.406853406486,0.0493214307521,0.0352182259839,0.0718244246805,0.0165854746731,0,0,0,0,Train
42,9.70254520226,8.47466970931,11.1714693297,0.489398091666,0.0234208191471,0.00150651150341,0.0930751029391,0.0168324759552,0,0,0,0,Train
26,9.21290403601,8.27077831218,9.81588498885,0.411915393948,0.0308592620294,0.0189568797131,0.0427616443456,0.0168325104962,0,0,0,0,Bus
34,10.0633398328,8.7899358197,11.0615102747,0.689722663954,0.0309779386468,0.00521606299338,0.0674988248478,0.0170089721149,0,0,0,0,Train
44,9.89974810353,7.71088612188,12.822613526,0.91916717285,0.0328053432072,0.00623840057074,0.0779505711649,0.0170811700773,0,0,0,0,Car
6,9.73799598301,8.48097015461,11.7778405999,0.467953946402,0.0313515152694,0.00238200383602,0.0977318505822,0.0172798859195,0,0,0,0,Car
11,9.78404218295,9.29309641388,10.3275644962,0.171761449452,0.026860911582,0.00150651150341,0.094520837227,0.0175420115659,0,0,0,0,Bus
12,9.76388678585,9.42061271115,10.1059893475,0.0790896812969,0.0263057605265,0.0018450922375,0.144519130688,0.0176326447024,0,0,0,0,Train
48,9.81177784321,7.91208496678999,11.4242360762,0.503124819914,0.0306942549473,0.00238200383602,0.112701753948,0.0177016433804,0,0,0,0,Car
87,9.74631381416,9.25287770171,10.7301327312,0.353636868702,0.025805801462,0.0107057752012,0.0616106063611,0.018047975464,0,0,0,0,Car
26,9.83216406351,8.85999774761,10.361677051,0.227119117597,0.0279426398584,0.0026093544661,0.0844049848625,0.0180910836258,0,0,0,0,Bus
48,9.76062445485,9.33102938551,9.98264413326,0.115138294727,0.0279263026961,0.015111971248,0.0407406341443,0.0181222013267,0,0,0,0,Still
6,9.56897719523,9.37305339139,9.79327527608,0.167775685209999,0.0373652583966,0.00838364853785,0.0636434498158,0.0182249439186,0,0,0,0,Bus
8,9.7757841541,9.45905919519,10.1441686107,0.168072793878,0.0187661277537,0,0.165771037725,0.0184790420686,0,0,0,0,Bus
17,9.30677873573999,9.1546850758,9.37556779561,0.0620312784953,0.0273158584397,0.0143639182507,0.07040879953,0.0187246064234,0,0,0,0,Bus
39,9.78957238715,9.06752918799,10.2952413512,0.214807176862,0.0258707225688,0.00301302300683,0.0867193322941,0.018818077015,0,0,0,0,Bus
263,9.857576097,6.3879761165,12.2006892511999,1.30033956878,0.0312305702571,0.0059248720305,0.100956633082,0.0189318196181,0,0,0,0,Car
8,9.76988174736,8.15643439436,12.1115886361999,0.555316925315,0.0305799116017,0.0010652645,0.129616898864,0.019001513669,0,0,0,0,Car
31,9.677941081,8.53780363595,10.8899143907,0.563963724875,0.0646059627746,0.0188163218542,0.0860493713184,0.0191399552771,0,0,0,0,Train
355,9.82830083341,7.86271800765,12.2553361791,0.865687029701,0.0328767554463,0.0112585977737,0.089488422593,0.0191680020679,0,0,0,0,Car
46,9.77726754827,8.35703529976,11.2997158618,0.471104209349,0.0327381637321,0.00150651150341,0.132002559675,0.0197139109702,0,0,0,0,Train
30,9.74661835893,8.85267476748,10.8337592991,0.500649498926,0.0664423149816,0.0523390767565,0.0805455532066,0.0199449907712,0,0,0,0,Train
16,10.1374838297,6.89087033693999,14.0741992409999,1.69743207252999,0.0340053988705,0.0193558505934,0.0486549471477,0.0207175898562,0,0,0,0,Car
7,9.76442166863,9.38983588612,10.0738447003,0.0675467153752,0.022558959919,0.00150651150341,0.176686248843,0.0211869460867,0,0,0,0,Train
42,9.86806344203,9.51849274946,10.4385706727,0.260907333529,0.0739897829972,0.044128186742,0.110859182205,0.0216243527309,0,0,0,0,Car
9,9.77496791229,9.42536531685,10.1669908989,0.145540403751,0.0294235003025,0.0031957934,0.138012403241,0.0218226809639,0,0,0,0,Bus
8,9.86493743276,9.50340642488999,11.8063387833,0.334687030942,0.0958824825157,0.0802724350004,0.111492530031,0.0220759409054,0,0,0,0,Still
116,9.71226220676,8.96842471692,10.8892887873,0.537173016109,0.0410047269478,0.0151027304021,0.0790093090113,0.0221618920002,0,0,0,0,Car
157,9.7385396523,8.70449896568,12.6088038569,0.755623182406,0.0455170970604,0.0125140239358,0.101026162125,0.0222544899042,0,0,0,0,Car
10,9.94058705593,7.37432144428999,14.1930670519,1.30622580659,0.01766235319,0.01766235319,0.01766235319,0.0227663610384,0,0,0,0,Car
9,10.092380651,7.52508538501,19.2506529508,1.85919566784,0.0453162173975,0.0159761988602,0.0756289647576,0.0227663610384,0,0,0,0,Car
5,10.2472406459,9.42701516897,10.9742804341,0.638323751565,0.0610937632895,0.0462133287136,0.0955002281673,0.0230660732425,0,0,0,0,Train
7,10.2472406459,9.42701516897,10.9742804341,0.638323751565,0.0610937632895,0.0462133287136,0.0955002281673,0.0230660732425,0,0,0,0,Train
8,10.2472406459,9.42701516897,10.9742804341,0.638323751565,0.0610937632895,0.0462133287136,0.0955002281673,0.0230660732425,0,0,0,0,Train
13,10.2472406459,9.42701516897,10.9742804341,0.638323751565,0.0610937632895,0.0462133287136,0.0955002281673,0.0230660732425,0,0,0,0,Train
22,10.2472406459,9.42701516897,10.9742804341,0.638323751565,0.0610937632895,0.0462133287136,0.0955002281673,0.0230660732425,0,0,0,0,Train
24,10.2472406459,9.42701516897,10.9742804341,0.638323751565,0.0610937632895,0.0462133287136,0.0955002281673,0.0230660732425,0,0,0,0,Train
27,10.2472406459,9.42701516897,10.9742804341,0.638323751565,0.0610937632895,0.0462133287136,0.0955002281673,0.0230660732425,0,0,0,0,Train
26,9.84164169322,8.43394917295,11.6254314731999,0.757314840945,0.0254812104243,0.0254812104243,0.0254812104243,0.0232207046258,0,0,0,0,Car
382,9.81462826617,9.73291045938999,10.0445229287,0.0619201336582,0.0199182629101,0.00610865256,0.0546511061607,0.0232429428345,0,0,0,0,Still
383,9.83108172584,9.27488440003,10.287077787,0.202240274307,0.0199182629101,0.00610865256,0.0546511061607,0.0232429428345,0,0,0,0,Still
15,9.78872051064,9.17148000041,10.582870192,0.273740069336,0.0415887181609,0.00573662470999,0.156771319966,0.0237088866766,0,0,0,0,Bus
6,9.76887378103,9.40751585209,10.3137755521,0.0977494676897,0.0300850235803,0.0010652645,0.177921487883,0.0245563518008,0,0,0,0,Train
43,9.76018148967,9.31355692758,10.0940068129,0.201718555409,0.0420740212199,0.00543180427652,0.0764471082641,0.0246034320478,0,0,0,0,Car
17,9.87353037471,8.9694285313,10.9633983303,0.286195239984,0.0215269687775,0.0010652645,0.19170912989,0.0246625031837,0,0,0,0,Car
357,9.87725355488,8.10724485874,13.4766583096,1.10744494311,0.0322953993313,0.00782960278276,0.1464637822,0.0247415454412,0,0,0,0,Car
14,9.76682714235,9.46096906805,10.0991159121,0.0855177776478,0.0322086355748,0.00238200383602,0.168688925277,0.0247542270095,0,0,0,0,Train
40,9.67328330559,9.58576548847,9.7275372355,0.0341016992081,0.0399031518146,0.022360679775,0.0574456238542,0.024808801876,0,0,0,0,Walking
350,9.52207904552999,7.45234354793,10.7330321424,0.999951182368,0.0335655455498,0.00413203388898,0.104790969794,0.0250538325796,0,0,0,0,Car
22,9.35649212891,7.67953177996,10.1838435141,0.730100191413,0.0720047987305,0.0367908126592,0.0966204398185,0.0252335075505,0,0,0,0,Bus
42,9.87840430071,9.71812899448,10.0700729546,0.0558580020198,0.0234910832357,0.0010652645,0.113384374699,0.0254162390562,0,0,0,0,Bus
23,10.196598551,4.25569242736,15.4766938433,3.20852976362,0.0595902690467,0.0411235258524,0.078057012241,0.0261159186782,0,0,0,0,Car
24,9.79901448063,6.32744326045,13.0613215376,1.85557514388,0.100047717827,0.100047717827,0.100047717827,0.0261159186782,0,0,0,0,Car
36,9.80008597826,8.80154221751,11.2289788516,0.313935915513,0.0385663146595,0.00398585470511,0.138734081792,0.0268170875889,0,0,0,0,Bus
14,9.83725760036,9.72661229416,9.94809997656,0.0510210800681,0.0102573122675,0,0.086810887595,0.0269161638468,0,0,0,0,Train
8,9.82596401319,9.3050106716,10.2726612784,0.144200811563,0.0783964751302,0.0416680469199,0.145875126253999,0.0270186959392,0,0,0,0,Bus
8,9.81337564222,7.15630346705,12.1762637969,0.477516919576,0.0386756793611,0.0026093544661,0.287183115285,0.0271600235975,0,0,0,0,Car
172,9.85294051589,8.40654305523999,11.2216375038,0.585673203654,0.0630869978452,0.00958738006667,0.0941840796823,0.0271970126326,0,0,0,0,Car
3,9.82010767289999,9.22377886075,10.3391108597,0.246461888247,0.0431801551022,0.0101059858856,0.156695293567,0.027448248159,0,0,0,0,Bus
76,9.76652036246,9.15743810846,10.3364252369,0.174915935769,0.0468306258404,0.0026093544661,0.171086907287,0.0283747126541,0,0,0,0,Train
37,9.92057665654,5.09844232161,12.1737183454,1.44570937343999,0.0559964706227,0.0359113959383,0.0760815453071,0.02840458502,0,0,0,0,Car
45,9.90075949332,8.77703850873,10.910309973,0.312779113196,0.0772552807624,0.0119575637679,0.140989671767,0.0284535475728,0,0,0,0,Car
4,9.79378656583,9.52855947552999,10.1616220202,0.148809060636,0.0314434899328,0.0031957935,0.161727354115,0.0289575566927,0,0,0,0,Bus
3,9.94558301732,8.3648359174,12.5037781472,0.523132143874,0.0319058210486,0,0.121729481975,0.0291648793251,0,0,0,0,Car
27,9.78606221518,8.21009765487,13.2523254389,1.07519895209999,0.0550122683992,0.0119575637679,0.0998625028973,0.0293388351492,0,0,0,0,Car
8,9.97047897814,9.65508497673,10.3563061461,0.206373518576,0.0580949569396,0.0265462539461,0.160041583701,0.0297523419589,0,0,0,0,Car
112,9.85451484682,9.6639809156,10.0190423309,0.0908101656491,0.0451676583084,0.00818245138981,0.143984186388,0.029990125438,0,0,0,0,Still
27,9.69737476343,8.86254299084,10.420052533,0.242910297276,0.0441946698303,0.0010652645,0.1593273858,0.0302123683665,0,0,0,0,Train
34,9.81796924894,5.21229083821,14.2020686265,1.8021249769,0.0737330733269,0.0522495143536,0.0952166323001,0.030382340468,0,0,0,0,Car
5,10.5551812262,4.73421748368,17.0307421337,2.72787324312,0.0460170801083,0.024219863979,0.0678142962375,0.030825918672,0,0,0,0,Car
344,9.71959117291,8.08431120211,10.3567670692,0.321519731109,0.0441007345985,0.0221601838434,0.0660412853535,0.0310286244437,0,0,0,0,Still
30,9.87709121281,9.64176274402,10.2112156099,0.0599463861098,0.016592377754,0.0010652645,0.232991136732,0.0315583409003,0,0,0,0,Bus
7,9.25013104956,8.51414326826,9.89310283608,0.425449557487,0.0680491454019,0.0263569816219,0.157323003495,0.0319115006414,0,0,0,0,Car
4,9.34277855541,7.87377487322,10.6982436288,0.776493303118,0.0624628462222,0.0170907297668,0.133736671032,0.033151848507,0,0,0,0,Car
14,9.36124337263,9.0523055108,10.0161599746,0.29542760971,0.0856375430473,0.0576723003102,0.122299717862,0.033179862048,0,0,0,0,Bus
25,9.34559377955,9.12428194197,9.59177787742,0.171998256459,0.132624259363,0.0736509191039,0.160946052062,0.0338711304101,0,0,0,0,Bus
30,10.2117590975,7.57452174563999,13.2170829107999,1.3136511461,0.112279886503,0.0731509552277,0.135104833104,0.0340431444371,0,0,0,0,Car
46,9.80112249812,8.88044541659,10.8324588953,0.301769355474,0.0635909971475,0.00238200383602,0.282520104407,0.0346170392726,0,0,0,0,Train
20,9.25770729183,8.91334564798,9.54800224577,0.198221617921,0.254738251722,0.215224494966,0.285207053797,0.0358573289443,0,0,0,0,Bus
49,9.80835897507,8.46982835707,10.9871070034999,0.388381700015,0.0430970004446,0.00682102065811,0.180083260425,0.0361544796467,0,0,0,0,Bus
21,9.22161431788,8.68558690715,9.84086731237,0.324471478302,0.0977505556761,0.0406691281565,0.135308002053999,0.0364664818034,0,0,0,0,Bus
4,9.82134795036999,8.69876297922,11.1723510655,0.374219209823,0.0689037525344,0.0105455803926,0.200275386417,0.0370283934395,0,0,0,0,Bus
51,9.71803913911,8.8173386691,10.9950114113,0.324542920463,0.0715330731452,0.0075325570221,0.248083139137,0.0374554924458,0,0,0,0,Train
7,9.81525907142,8.66860994973,10.8374110455,0.363237506666,0.0858797602031,0.0149895996645,0.201560310374,0.0381828157342,0,0,0,0,Bus
13,9.3030419337,9.04899232622,9.82824109008,0.207225971226,0.0798601528152,0.0511289483049,0.154311592523,0.0385426664461,0,0,0,0,Bus
27,9.80745163434,9.33724253056999,10.1261274675,0.138825311179,0.0315455993926,0.0010652645,0.173078435475,0.0391103318908,0,0,0,0,Bus
16,9.8926852778,6.92408429622,12.5914472469,1.68488445379999,0.0573501513143,0.0296253892809,0.0850749133476,0.0392087344811,0,0,0,0,Car
117,9.77000989683,9.31464192029,10.6240792759,0.404480213589,0.0604105694689,0.0274912536233,0.147906894836,0.0393014901516,0,0,0,0,Car
39,10.1840446777,9.38953780536,11.1051910387,0.49640573614,0.122067513562,0.0268137907331,0.169848093494,0.0398932537622,0,0,0,0,Car
40,10.0130581694,6.98565908371,12.8087344819,0.480071252932,0.118026547224,0.0364220766664,0.288951881928,0.0406736025869,0,0,0,0,Car
34,10.4832671551,8.72434452376,13.3788535554,1.12886454823,0.101311047048,0.0407589509683,0.129486140729999,0.0407790619308,0,0,0,0,Car
70,9.79781728925,9.12252777616,10.9109757898,0.222921112596,0.0547656091792,0.0026093544661,0.355421778786,0.0410484291547,0,0,0,0,Train
5,9.7767461721,9.4001298837,10.1942262863,0.156035245397999,0.0349519977077,0.0052187089322,0.222813504894,0.0410636467771,0,0,0,0,Bus
50,9.80023235002,9.22128793857,10.9497457604999,0.414686037949,0.0587594631356,0.00611947865538,0.120417299354,0.0415450076786,0,0,0,0,Car
41,9.89343036489,8.75842578018999,10.9375262396,0.318919254063,0.0780390108834,0.00583469378102,0.353531403546,0.0416889939169,0,0,0,0,Train
19,9.70604580677,8.32288939673999,11.1036393332999,0.327353150726,0.0508014096554,0.00150651150341,0.320051263242,0.0419697931052,0,0,0,0,Train
64,9.82789666021,8.18339075504,10.9981868046,0.428020329781,0.0485080138459,0.00384086569348,0.235637851332,0.0423499557365,0,0,0,0,Bus
12,9.83310794426,9.21031725045,10.5087392947,0.217925791697,0.0471019271866,0.0048816552064,0.198565411935,0.0428229907766,0,0,0,0,Bus
48,9.7695627004,7.95690025191,10.657914309,0.43488532713,0.0516979440888,0.00878439610544,0.24045262694,0.0431923305653,0,0,0,0,Bus
19,9.31496201694,8.95937454571,9.69264657461,0.275326219432,0.0837133971161,0.0245349096935,0.161820591565,0.0444357415838,0,0,0,0,Bus
107,9.80166595834,8.44313228824,11.1182250614,0.688515179365,0.0654345854802,0.0366085380149,0.117111279354,0.0448529471912,0,0,0,0,Car
12,9.88303805841,8.65925722213999,10.7597969025,0.322699716355,0.0604589911367,0.0018450922375,0.255707858003,0.0449948698333,0,0,0,0,Bus
158,9.77652562873,7.74430532341,13.0825403667,1.08905795391,0.0610126605103,0.0200993694439,0.220213633763,0.0451022064595,0,0,0,0,Car
39,9.80593521283,8.77498433049999,10.8577264647,0.418396188813,0.0817180120398,0.0031957935,0.369358088632,0.0453196629942,0,0,0,0,Train
26,9.80438525045,8.81272721774,10.5724069326,0.262507105648,0.0894838004407,0.00775524214039,0.298644741885,0.0464776814856,0,0,0,0,Train
7,9.80289670806,6.26980403953,15.5435482257999,0.987967150024,0.0587882512941,0.00384086569348,0.396600407924,0.0480704452819,0,0,0,0,Car
46,9.6330593648,6.65935210242,14.1486168105,2.34319207426,0.0560535059644,0.0214760625272,0.112432396336,0.0492416590024,0,0,0,0,Car
22,9.7601746878,6.76863058084,10.8693130034999,1.02571681911,0.0754872549029,0.0161555350281,0.146527120186,0.0507436852294,0,0,0,0,Car
6,9.6145682553,5.99750511651,14.0757758061,2.20184156639,0.113422986908,0.0773848389881,0.149461134828,0.0509656375512,0,0,0,0,Car
37,9.81684943797,8.86481792617,10.8840796361,0.304307577635,0.0511484364579,0.0048816552064,0.369325810043,0.0510925877185,0,0,0,0,Bus
40,9.79867206093,8.34143312494,10.9040038379,0.436915609602,0.100363079279,0.0054318044138,0.401231548495,0.0511741232922,0,0,0,0,Train
66,9.77255132937,8.87652466009,10.5034095707,0.202593965045,0.0595246361484,0.00439219805272,0.411906249057,0.0511927530396,0,0,0,0,Train
